31	760
56	101
58	593
68	515
125	419
133	637
139	298
142	305
142	704
151	446
160	612
161	425
161	499
163	647
163	703
170	796
175	285
175	936
220	719
223	457
225	305
258	523
300	645
303	411
303	552
352	548
411	552
425	499
448	469
517	714
518	688
526	831
528	695
531	968
594	755
624	759
625	861
647	703
657	976
719	799
731	769
734	968
786	965
823	965
938	942
